

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	1.763	0.098	273.90		-9.6	2.1	0.2		7.69	-35.12		4950.9	33.6	7.9	0.0	0.0
2	1.449	0.098	272.13		-9.6	1.9	0.1		7.12	-35.13		4950.9	34.2	7.9	0.0	0.0
3	1.826	0.381	273.05		-9.5	2.1	0.2		7.73	-34.97		4950.3	33.6	8.5	0.0	0.0
4	1.419	0.538	271.29		-10.1	1.8	0.2		6.86	-37.44		4949.6	33.0	7.9	0.0	0.0
5	1.669	0.255	272.48		-9.5	1.8	0.2		6.82	-35.03		4949.0	33.0	8.5	0.0	0.0
6	1.701	0.475	273.48		-10.1	1.8	0.2		6.79	-37.07		4949.0	33.6	7.3	0.0	0.0
7	1.386	0.256	272.42		-10.0	1.7	0.1		6.29	-36.83		4949.0	34.8	7.3	0.0	0.0
8	1.794	0.287	273.68		-9.2	1.9	0.1		7.03	-33.82		4949.0	33.6	7.9	0.0	0.0
9	1.387	0.570	271.92		-9.8	2.0	0.1		7.62	-36.00		4949.0	33.6	8.5	0.0	0.0
10	1.951	0.256	272.41		-9.6	1.9	0.1		7.17	-35.11		4949.6	34.2	9.2	0.0	0.0
11	2.266	0.507	273.34		-9.7	2.1	0.3		7.77	-35.52		4949.6	33.6	11.6	0.0	0.0
12	1.481	0.570	271.85		-9.7	1.9	0.1		7.31	-35.79		4950.9	33.6	11.0	0.0	0.0
13	1.668	0.475	273.68		-9.3	2.2	0.1		8.10	-34.12		4951.5	34.2	9.2	0.0	0.0
14	1.668	0.632	272.14		-9.8	2.0	0.1		7.60	-36.05		4951.5	33.6	10.4	0.0	0.0
15	1.543	0.538	271.78		-9.4	1.9	0.1		7.10	-34.73		4952.7	33.0	11.6	0.0	0.0
16	1.700	1.135	273.12		-9.7	2.0	0.0		7.67	-35.55		4952.1	33.6	10.4	0.0	0.0
17	1.542	1.010	271.36		-9.7	1.9	-0.0		7.29	-35.98		4952.7	34.2	11.0	0.0	0.0
18	2.013	0.287	273.47		-9.0	2.0	0.1		7.56	-33.07		4952.7	33.6	10.4	0.0	0.0
19	1.544	0.695	273.33		-9.4	2.2	0.2		8.41	-34.41		4952.7	33.0	7.9	0.0	0.0
20	1.511	0.633	271.50		-9.5	1.9	0.1		7.01	-35.06		4951.5	33.6	10.4	0.0	0.0
21	1.856	0.790	272.91		-9.5	2.0	0.2		7.47	-34.76		4951.5	33.6	10.4	0.0	0.0
22	1.481	0.852	271.29		-9.8	1.9	0.2		7.15	-36.33		4950.9	33.6	9.8	0.0	0.0
23	1.857	0.758	272.90		-9.2	1.9	0.2		7.29	-33.76		4950.3	34.2	9.2	0.0	0.0
