

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	1.919	-1.064	302.79		-10.4	-10.2	0.1		-33.44	-34.14		833.8	-1.8	-3.7	0.0	0.0
2	1.636	-1.001	303.14		-10.5	-10.2	-0.0		-33.47	-34.55		827.7	-1.8	-6.7	0.0	0.0
3	1.510	-1.001	303.28		-10.4	-10.3	-0.1		-33.88	-34.28		822.8	-1.8	-7.3	0.0	0.0
4	1.385	-1.001	303.79		-10.8	-10.5	-0.0		-34.29	-35.57		822.2	-1.8	-7.3	0.0	0.0
5	1.166	-0.907	303.29		-11.0	-10.3	-0.0		-33.92	-36.08		821.0	-2.4	-8.5	0.0	0.0
6	1.009	-0.907	302.66		-10.9	-10.3	-0.0		-33.96	-35.84		819.1	-2.4	-6.1	0.0	0.0
7	1.041	-0.844	302.16		-10.9	-10.3	-0.0		-34.14	-35.84		816.7	-3.1	-3.7	0.0	0.0
8	1.072	-0.907	302.02		-10.5	-10.2	-0.1		-33.82	-34.69		819.1	-3.1	-5.5	0.0	0.0
9	1.197	-1.158	302.44		-10.5	-10.2	-0.1		-33.52	-34.74		808.8	-2.4	-7.3	0.0	0.0
10	1.227	-0.812	302.30		-10.7	-10.3	-0.2		-34.10	-35.31		806.3	-1.8	-9.2	0.0	0.0
11	0.819	-0.467	301.66		-10.8	-10.3	-0.3		-34.09	-35.61		805.7	-1.2	-7.3	0.0	0.0
12	0.883	-0.938	301.24		-10.7	-10.3	-0.2		-34.21	-35.35		807.5	-1.2	-7.3	0.0	0.0
13	0.664	-1.158	301.52		-10.8	-10.3	-0.2		-34.04	-35.68		805.7	-1.8	-6.7	0.0	0.0
14	0.695	-1.001	301.87		-10.6	-10.2	-0.2		-33.79	-34.95		808.8	-2.4	-6.1	0.0	0.0
15	1.386	-1.064	300.67		-10.4	-10.3	-0.0		-33.98	-34.37		816.1	-3.1	-4.9	0.0	0.0
16	1.573	-1.127	301.17		-10.6	-10.4	-0.1		-34.35	-35.15		812.4	-1.8	-7.9	0.0	0.0
17	1.322	-1.221	301.30		-10.3	-10.3	-0.2		-34.12	-34.09		813.0	-1.2	-8.5	0.0	0.0
