

ms	Fx [N]	Fy [N]	Fz [N]		Mx [Nm]	My [Nm]	Mz [Nm]		Cx [mm]	Cy [mm]		VS [mV]	R [mV]	B [mV]	G [mV]	W [mV]

1	1.817	0.686	753.38		-12.2	1.7	-0.1		2.37	-16.17		5116.9	36.6	56.2	0.0	0.0
2	1.378	0.906	751.91		-12.8	1.5	-0.1		2.11	-17.12		5115.1	36.6	53.7	0.0	0.0
3	1.816	0.687	751.48		-12.5	1.3	-0.2		1.87	-16.71		5110.8	35.4	57.4	0.0	0.0
4	2.068	0.812	752.05		-12.9	1.5	-0.1		2.04	-17.16		5115.1	36.0	54.3	0.0	0.0
5	1.597	0.718	750.57		-12.9	1.3	-0.2		1.75	-17.27		5115.1	36.6	53.1	0.0	0.0
6	2.005	0.781	752.04		-12.4	1.4	-0.0		1.91	-16.54		5110.2	36.6	54.3	0.0	0.0
7	1.817	1.095	751.20		-12.7	1.4	-0.1		2.00	-16.94		5112.6	37.2	58.0	0.0	0.0
8	2.035	0.969	751.62		-12.3	1.3	-0.2		1.81	-16.41		5113.2	36.6	56.8	0.0	0.0
9	1.942	1.220	752.40		-12.5	1.4	-0.1		1.99	-16.63		5111.4	36.0	54.3	0.0	0.0
10	1.597	1.346	750.78		-12.8	1.3	-0.2		1.76	-17.11		5109.6	36.0	58.6	0.0	0.0
11	2.035	1.283	752.54		-12.4	1.3	-0.2		1.83	-16.48		5113.2	37.2	54.9	0.0	0.0
12	1.942	1.252	751.49		-12.9	1.2	-0.1		1.71	-17.25		5113.8	36.6	55.5	0.0	0.0
13	2.035	0.781	751.98		-12.6	1.0	-0.2		1.43	-16.78		5110.8	36.0	58.6	0.0	0.0
14	2.161	1.063	752.12		-12.6	1.2	-0.2		1.67	-16.79		5114.4	37.2	56.8	0.0	0.0
15	1.941	1.126	751.41		-12.4	1.2	-0.2		1.69	-16.60		5115.7	37.8	54.3	0.0	0.0
16	2.161	1.001	752.53		-11.9	1.3	-0.2		1.80	-15.79		5113.2	36.6	54.3	0.0	0.0
17	2.004	1.315	751.62		-12.2	1.4	-0.1		2.01	-16.32		5115.1	36.0	57.4	0.0	0.0
18	2.034	1.126	751.34		-12.2	1.1	-0.2		1.52	-16.32		5116.3	36.6	55.5	0.0	0.0
19	2.066	1.315	753.03		-12.2	1.4	-0.2		1.94	-16.29		5114.4	36.6	54.9	0.0	0.0
20	2.129	1.315	750.70		-12.5	1.3	-0.2		1.87	-16.67		5112.0	36.0	59.8	0.0	0.0
21	2.788	1.095	752.18		-12.0	1.4	-0.1		2.04	-16.04		5116.3	37.2	55.5	0.0	0.0
22	2.601	1.158	752.19		-12.4	1.4	-0.0		1.97	-16.56		5115.7	37.8	51.9	0.0	0.0
23	2.631	0.938	751.20		-12.1	1.2	-0.1		1.67	-16.16		5111.4	35.4	56.2	0.0	0.0
24	2.756	1.315	752.11		-12.1	1.5	-0.1		2.12	-16.18		5115.7	36.0	53.1	0.0	0.0
25	2.255	1.189	751.27		-12.2	1.4	-0.1		1.94	-16.34		5115.1	36.0	51.3	0.0	0.0
26	2.379	0.875	752.46		-11.8	1.3	-0.2		1.79	-15.76		5110.2	37.2	55.5	0.0	0.0
27	2.128	1.095	752.19		-12.3	1.4	-0.2		2.01	-16.45		5112.6	36.6	59.2	0.0	0.0
28	1.970	0.812	751.41		-12.2	1.3	-0.4		1.76	-16.33		5113.8	36.0	54.3	0.0	0.0
29	2.158	1.063	753.81		-12.1	1.4	-0.3		1.93	-16.13		5111.4	36.6	52.5	0.0	0.0
30	1.877	1.095	751.41		-12.4	1.3	-0.2		1.79	-16.49		5109.6	36.0	58.6	0.0	0.0
31	2.347	0.843	752.61		-12.0	1.1	-0.2		1.59	-16.02		5113.8	36.0	56.2	0.0	0.0
32	2.065	1.220	753.39		-12.2	1.3	-0.3		1.82	-16.25		5113.2	36.6	53.1	0.0	0.0
33	1.814	1.158	752.19		-12.1	1.2	-0.3		1.70	-16.09		5110.2	36.0	56.2	0.0	0.0
34	2.158	1.566	753.45		-11.8	1.2	-0.3		1.75	-15.77		5115.1	36.0	57.4	0.0	0.0
35	1.845	1.692	752.47		-12.2	1.3	-0.3		1.77	-16.32		5115.1	37.2	56.2	0.0	0.0
36	2.126	1.409	753.59		-11.6	1.1	-0.4		1.58	-15.41		5111.4	36.6	56.8	0.0	0.0
